48.129,1483.7
48.629,1473.3
49.129,1462.8
49.629,1452.3
50.129,1441.8
50.629,1431.4
51.129,1420.9
51.629,1410.4
52.129,1399.9
52.629,1389.5
53.129,1379
53.629,1368.5
54.129,1358.1
54.629,1347.6
55.129,1337.2
55.629,1326.7
56.129,1316.2
56.629,1305.8
57.129,1295.3
57.629,1284.9
58.129,1274.4
58.629,1264
59.129,1253.5
59.629,1243.1
60.129,1232.7
60.629,1222.2
61.129,1211.8
61.629,1201.3
62.129,1190.9
62.629,1180.5
63.129,1170
63.629,1159.6
64.129,1149.2
64.629,1138.7
65.129,1128.3
65.629,1117.9
66.129,1107.5
66.629,1097
67.129,1086.6
67.629,1076.2
68.129,1065.8
68.629,1055.4
69.129,1045
69.629,1034.5
70.129,1024.1
70.629,1013.7
71.129,1003.3
71.629,992.91
72.129,982.5
72.629,972.1
73.129,961.7
73.629,951.3
74.129,940.9
74.629,930.51
75.129,920.11
75.629,909.72
76.129,899.33
76.629,888.94
77.129,878.55
77.629,868.17
78.129,857.78
78.629,847.4
79.129,837.02
79.629,826.64
80.129,816.26
80.629,805.88
81.129,795.51
81.629,785.13
82.129,774.76
82.629,764.39
83.129,754.02
83.629,743.65
84.129,733.29
84.629,722.93
85.129,712.56
85.629,702.2
86.129,691.84
86.629,681.49
87.129,671.13
87.629,660.78
88.129,650.42
88.629,640.07
89.129,629.72
89.629,619.37
90.129,609.03
90.629,598.68
91.129,588.34
91.629,578
92.129,567.66
92.629,557.32
93.129,546.98
93.629,536.65
94.129,526.31
94.629,515.98
95.129,505.65
95.629,495.32
96.129,484.99
96.629,474.67
97.129,464.34
97.629,454.02
98.129,443.7
98.629,433.38
99.129,423.06
99.629,412.74
100.13,402.43
100.63,392.11
101.13,381.8
101.63,371.49
102.13,361.18
102.63,350.88
103.13,340.57
103.63,330.27
104.13,319.96
104.63,309.66
105.13,299.36
105.63,289.06
106.13,278.77
106.63,268.47
107.13,258.18
107.63,247.89
108.13,237.6
108.63,227.31
109.13,217.02
109.63,206.73
110.13,196.45
110.63,186.17
111.13,175.89
111.63,165.61
112.13,155.33
112.63,145.05
113.13,134.78
113.63,124.5
114.13,114.23
114.63,103.96
115.13,93.692
115.63,83.424
116.13,73.158
116.63,62.894
117.13,52.631
117.63,42.37
118.13,32.11
118.63,21.852
119.13,11.595
119.63,1.3394
120.13,0
120.63,0
121.13,0
121.63,0
122.13,0
122.63,0
